date,consumption,temperature,precipitation,irradiation,price_SIPX,cloudiness,holiday
2022-01-01 01:00:00,1018.0,-3.2,0.0,0.0,51.44327,37.0,New Year's Day
2022-01-01 02:00:00,975.0,-3.9,0.0,0.0,55.91396,37.0,New Year's Day
2022-01-01 03:00:00,944.0,-2.8,0.0,0.0,46.94279,37.0,New Year's Day
2022-01-01 04:00:00,936.0,-3.1,0.0,0.0,37.6721,37.0,New Year's Day
2022-01-01 05:00:00,952.0,-4.1,0.0,0.0,39.7,37.0,New Year's Day
2022-01-01 06:00:00,999.0,-4.0,0.0,0.0,40.58627,37.0,New Year's Day
2022-01-01 07:00:00,1049.0,-3.8,0.0,0.0,43.26292,37.0,New Year's Day
2022-01-01 08:00:00,1092.0,-4.3,0.0,9.0,49.6593,37.0,New Year's Day
2022-01-01 09:00:00,1107.0,-2.0,0.0,86.0,70.04954,37.0,New Year's Day
2022-01-01 10:00:00,1101.0,-0.8,0.0,175.0,76.78827,37.0,New Year's Day
2022-01-01 11:00:00,1095.0,1.2,0.0,267.0,84.09861,37.0,New Year's Day
2022-01-01 12:00:00,1055.0,3.0,0.0,309.0,94.74,37.0,New Year's Day
2022-01-01 13:00:00,1016.0,4.2,0.0,305.0,96.79738,37.0,New Year's Day
2022-01-01 14:00:00,1006.0,6.2,0.0,272.0,97.17,37.0,New Year's Day
2022-01-01 15:00:00,1061.0,7.5,0.0,187.0,101.0,37.0,New Year's Day
2022-01-01 16:00:00,1166.0,1.9,0.0,39.0,126.60311,37.0,New Year's Day
2022-01-01 17:00:00,1258.0,0.3,0.0,2.0,149.9731,37.0,New Year's Day
2022-01-01 18:00:00,1276.0,0.2,0.0,0.0,146.33463,37.0,New Year's Day
2022-01-01 19:00:00,1275.0,0.1,0.0,0.0,140.28218,37.0,New Year's Day
2022-01-01 20:00:00,1246.0,0.1,0.0,0.0,121.88389,37.0,New Year's Day
2022-01-01 21:00:00,1167.0,-0.4,0.0,0.0,102.60927,37.0,New Year's Day
2022-01-01 22:00:00,1091.0,-0.6,0.0,0.0,97.46378,37.0,New Year's Day
2022-01-01 23:00:00,1006.0,-1.2,0.0,0.0,85.15867,37.0,New Year's Day
2022-01-02 00:00:00,962.0,-1.7,0.0,0.0,57.07848,40.0,New Year's Day
2022-01-02 01:00:00,917.0,-1.8,0.0,0.0,52.58649,40.0,New Year's Day
2022-01-02 02:00:00,901.0,-2.8,0.0,0.0,48.97417,40.0,New Year's Day
2022-01-02 03:00:00,895.0,-2.4,0.0,0.0,34.94069,40.0,New Year's Day
2022-01-02 04:00:00,893.0,-2.9,0.0,0.0,29.55949,40.0,New Year's Day
2022-01-02 05:00:00,956.0,-2.8,0.0,0.0,33.96974,40.0,New Year's Day
2022-01-02 06:00:00,1034.0,-3.0,0.0,0.0,34.51649,40.0,New Year's Day
2022-01-02 07:00:00,1126.0,-3.8,0.0,0.0,41.79673,40.0,New Year's Day
2022-01-02 08:00:00,1210.0,-3.4,0.0,5.0,48.94783,40.0,New Year's Day
2022-01-02 09:00:00,1240.0,-3.2,0.0,56.0,60.0062,40.0,New Year's Day
2022-01-02 10:00:00,1228.0,0.2,0.0,204.0,70.09017,40.0,New Year's Day
2022-01-02 11:00:00,1199.0,0.5,0.0,277.0,66.25527,40.0,New Year's Day
2022-01-02 12:00:00,1167.0,3.0,0.0,366.0,64.54234,40.0,New Year's Day
2022-01-02 13:00:00,1130.0,5.6,0.0,336.0,46.96491,40.0,New Year's Day
2022-01-02 14:00:00,1126.0,7.6,0.0,287.0,65.19346,40.0,New Year's Day
2022-01-02 15:00:00,1172.0,5.5,0.0,177.0,60.07324,40.0,New Year's Day
2022-01-02 16:00:00,1289.0,2.1,0.0,46.0,88.45866,40.0,New Year's Day
2022-01-02 17:00:00,1385.0,1.0,0.0,1.0,95.40073,40.0,New Year's Day
2022-01-02 18:00:00,1412.0,0.8,0.0,0.0,86.70908,40.0,New Year's Day
2022-01-02 19:00:00,1421.0,0.2,0.0,0.0,71.72,40.0,New Year's Day
2022-01-02 20:00:00,1382.0,-0.2,0.0,0.0,56.72824,40.0,New Year's Day
2022-01-02 21:00:00,1281.0,-0.2,0.0,0.0,46.16462,40.0,New Year's Day
2022-01-02 22:00:00,1192.0,-0.5,0.0,0.0,46.28878,40.0,New Year's Day
2022-01-02 23:00:00,1120.0,-1.6,0.0,0.0,32.93397,40.0,New Year's Day
2022-01-03 00:00:00,1063.0,-1.3,0.0,0.0,20.89311,80.0,0
2022-01-03 01:00:00,1016.0,-1.3,0.0,0.0,9.70069,80.0,0
2022-01-03 02:00:00,1006.0,-1.9,0.0,0.0,9.70069,80.0,0
2022-01-03 03:00:00,990.0,-1.1,0.0,0.0,7.07342,80.0,0
2022-01-03 04:00:00,1026.0,-1.6,0.0,0.0,8.98849,80.0,0
2022-01-03 05:00:00,1162.0,-1.6,0.0,0.0,15.33601,80.0,0
2022-01-03 06:00:00,1489.0,-1.8,0.0,0.0,162.86028,80.0,0
2022-01-03 07:00:00,1708.0,-2.2,0.0,0.0,202.03,80.0,0
2022-01-03 08:00:00,1764.0,-2.4,0.0,3.0,212.0,80.0,0
2022-01-03 09:00:00,1773.0,-1.1,0.0,54.0,232.0,80.0,0
2022-01-03 10:00:00,1706.0,-0.3,0.0,99.0,239.51,80.0,0
2022-01-03 11:00:00,1725.0,0.6,0.0,116.0,212.22,80.0,0
2022-01-03 12:00:00,1684.0,0.9,0.0,136.0,202.03,80.0,0
2022-01-03 13:00:00,1647.0,1.3,0.0,108.0,199.89,80.0,0
2022-01-03 14:00:00,1626.0,3.1,0.0,136.0,207.16,80.0,0
2022-01-03 15:00:00,1646.0,3.0,0.0,67.0,265.0,80.0,0
2022-01-03 16:00:00,1712.0,3.1,0.0,25.0,270.0,80.0,0
2022-01-03 17:00:00,1770.0,2.6,0.0,0.0,292.36127,80.0,0
2022-01-03 18:00:00,1751.0,2.7,0.0,0.0,265.43399,80.0,0
2022-01-03 19:00:00,1745.0,4.2,0.0,0.0,240.1,80.0,0
2022-01-03 20:00:00,1660.0,3.5,0.0,0.0,221.16,80.0,0
2022-01-03 21:00:00,1537.0,4.5,0.0,0.0,199.08,80.0,0
2022-01-03 22:00:00,1406.0,3.0,0.0,0.0,159.56,80.0,0
2022-01-03 23:00:00,1286.0,2.6,0.0,0.0,96.93058,80.0,0
2022-01-04 00:00:00,1227.0,3.8,0.0,0.0,110.14028,100.0,0
2022-01-04 01:00:00,1174.0,3.5,0.0,0.0,110.21123,100.0,0
2022-01-04 02:00:00,1154.0,2.7,0.0,0.0,106.86024,100.0,0
2022-01-04 03:00:00,1144.0,2.5,0.0,0.0,104.14071,100.0,0
2022-01-04 04:00:00,1182.0,2.7,0.0,0.0,103.40589,100.0,0
2022-01-04 05:00:00,1299.0,2.7,0.0,0.0,114.50388,100.0,0
2022-01-04 06:00:00,1591.0,2.2,0.0,0.0,156.91,100.0,0
2022-01-04 07:00:00,1754.0,2.2,0.0,0.0,182.64315,100.0,0
2022-01-04 08:00:00,1836.0,2.6,0.0,1.0,178.90753,100.0,0
2022-01-04 09:00:00,1817.0,3.6,0.0,11.0,190.0,100.0,0
2022-01-04 10:00:00,1802.0,6.3,0.0,26.0,189.88,100.0,0
2022-01-04 11:00:00,1801.0,5.6,0.0,25.0,182.42,100.0,0
2022-01-04 12:00:00,1813.0,6.9,0.0,26.0,182.46,100.0,0
2022-01-04 13:00:00,1795.0,7.8,0.0,62.0,179.59261,100.0,0
2022-01-04 14:00:00,1718.0,7.9,0.0,31.0,179.0,100.0,0
2022-01-04 15:00:00,1688.0,7.8,0.0,25.0,180.93289,100.0,0
2022-01-04 16:00:00,1734.0,6.9,0.0,7.0,166.994,100.0,0
2022-01-04 17:00:00,1767.0,8.0,0.0,0.0,189.88,100.0,0
2022-01-04 18:00:00,1780.0,8.1,0.0,0.0,184.93974,100.0,0
2022-01-04 19:00:00,1795.0,7.8,0.1,0.0,178.98561,100.0,0
2022-01-04 20:00:00,1710.0,8.0,0.0,0.0,156.11893,100.0,0
2022-01-04 21:00:00,1581.0,7.7,0.0,0.0,143.13857,100.0,0
2022-01-04 22:00:00,1444.0,5.9,0.0,0.0,137.92,100.0,0
2022-01-04 23:00:00,1356.0,6.6,0.1,0.0,99.47078,100.0,0
2022-01-05 00:00:00,1260.0,7.1,0.1,0.0,109.85968,100.0,0
2022-01-05 01:00:00,1196.0,7.4,0.0,0.0,99.74093,100.0,0
2022-01-05 02:00:00,1125.0,5.9,0.0,0.0,84.5,100.0,0
2022-01-05 03:00:00,1177.0,6.1,0.0,0.0,75.38,100.0,0
2022-01-05 04:00:00,1175.0,6.6,0.0,0.0,79.10927,100.0,0
2022-01-05 05:00:00,1331.0,6.5,0.0,0.0,94.79055,100.0,0
2022-01-05 06:00:00,1598.0,6.9,0.2,0.0,145.0,100.0,0
2022-01-05 07:00:00,1771.0,7.1,0.0,0.0,134.45408,100.0,0
2022-01-05 08:00:00,1788.0,8.8,0.0,0.0,154.5998,100.0,0
2022-01-05 09:00:00,1767.0,9.7,0.0,2.0,147.17525,100.0,0
2022-01-05 10:00:00,1777.0,9.2,0.0,10.0,138.55799,100.0,0
2022-01-05 11:00:00,1813.0,9.9,0.0,20.0,129.99125,100.0,0
2022-01-05 12:00:00,1835.0,10.0,0.0,23.0,131.97395,100.0,0
2022-01-05 13:00:00,1820.0,9.0,0.0,11.0,130.67045,100.0,0
2022-01-05 14:00:00,1794.0,10.1,0.0,8.0,134.59846,100.0,0
2022-01-05 15:00:00,1776.0,8.7,0.0,4.0,146.60841,100.0,0
2022-01-05 16:00:00,1810.0,4.7,0.7,4.0,161.18375,100.0,0
2022-01-05 17:00:00,1823.0,4.2,2.4,0.0,178.76106,100.0,0
2022-01-05 18:00:00,1831.0,3.9,2.1,0.0,179.56288,100.0,0
2022-01-05 19:00:00,1806.0,2.6,1.9,0.0,175.72045,100.0,0
2022-01-05 20:00:00,1738.0,1.2,1.0,0.0,158.59535,100.0,0
2022-01-05 21:00:00,1616.0,0.9,0.4,0.0,137.15025,100.0,0
2022-01-05 22:00:00,1493.0,0.6,0.2,0.0,144.43632,100.0,0
2022-01-05 23:00:00,1397.0,0.6,0.3,0.0,129.62775,100.0,0
2022-01-06 00:00:00,1298.0,0.5,0.2,0.0,131.92046,80.0,0
2022-01-06 01:00:00,1268.0,0.3,1.5,0.0,128.46689,80.0,0
2022-01-06 02:00:00,1224.0,0.2,0.8,0.0,132.24543,80.0,0
2022-01-06 03:00:00,1271.0,0.1,0.1,0.0,129.9965,80.0,0
2022-01-06 04:00:00,1264.0,0.2,0.0,0.0,134.06595,80.0,0
2022-01-06 05:00:00,1360.0,0.0,0.0,0.0,158.38954,80.0,0
2022-01-06 06:00:00,1672.0,0.0,0.0,0.0,189.1,80.0,0
2022-01-06 07:00:00,1837.0,-0.5,0.0,0.0,228.25497,80.0,0
2022-01-06 08:00:00,1877.0,-0.2,0.0,3.0,230.82037,80.0,0
2022-01-06 09:00:00,1903.0,-0.6,0.0,34.0,219.93628,80.0,0
2022-01-06 10:00:00,1905.0,0.4,0.0,96.0,220.198,80.0,0
2022-01-06 11:00:00,1902.0,1.4,0.0,238.0,231.90025,80.0,0
2022-01-06 12:00:00,1848.0,2.2,0.0,374.0,226.0,80.0,0
2022-01-06 13:00:00,1821.0,1.4,0.0,77.0,209.2,80.0,0
2022-01-06 14:00:00,1744.0,3.4,0.0,287.0,216.05934,80.0,0
2022-01-06 15:00:00,1738.0,3.7,0.0,192.0,230.77,80.0,0
2022-01-06 16:00:00,1822.0,1.2,0.0,55.0,245.95497,80.0,0
2022-01-06 17:00:00,1870.0,-0.6,0.0,2.0,274.10735,80.0,0
2022-01-06 18:00:00,1916.0,-1.5,0.0,0.0,273.43744,80.0,0
2022-01-06 19:00:00,1903.0,-2.6,0.0,0.0,252.53949,80.0,0
2022-01-06 20:00:00,1809.0,-2.6,0.0,0.0,231.95917,80.0,0
2022-01-06 21:00:00,1675.0,-2.3,0.0,0.0,213.07353,80.0,0
2022-01-06 22:00:00,1530.0,-1.7,0.0,0.0,186.93425,80.0,0
2022-01-06 23:00:00,1426.0,-1.5,0.0,0.0,143.48111,80.0,0
2022-01-07 00:00:00,1363.0,-1.6,0.0,0.0,148.0434,43.0,0
2022-01-07 01:00:00,1301.0,-1.9,0.0,0.0,134.77525,43.0,0
2022-01-07 02:00:00,1262.0,-2.2,0.0,0.0,121.03679,43.0,0
2022-01-07 03:00:00,1267.0,-3.6,0.0,0.0,116.69716,43.0,0
2022-01-07 04:00:00,1314.0,-4.2,0.0,0.0,116.27065,43.0,0
2022-01-07 05:00:00,1433.0,-4.7,0.0,0.0,131.02529,43.0,0
2022-01-07 06:00:00,1768.0,-5.6,0.0,0.0,146.99704,43.0,0
2022-01-07 07:00:00,1942.0,-6.7,0.0,0.0,189.1,43.0,0
2022-01-07 08:00:00,1965.0,-7.0,0.0,5.0,189.31114,43.0,0
2022-01-07 09:00:00,1900.0,-5.9,0.0,92.0,192.23326,43.0,0
2022-01-07 10:00:00,1890.0,-2.8,0.0,222.0,189.1,43.0,0
2022-01-07 11:00:00,1834.0,-2.9,0.0,321.0,189.18155,43.0,0
2022-01-07 12:00:00,1761.0,-2.3,0.0,176.0,189.1,43.0,0
2022-01-07 13:00:00,1718.0,-2.4,0.0,137.0,189.1,43.0,0
2022-01-07 14:00:00,1696.0,-2.4,0.0,138.0,189.2,43.0,0
2022-01-07 15:00:00,1738.0,-2.5,0.0,110.0,207.9,43.0,0
2022-01-07 16:00:00,1841.0,-3.2,0.0,40.0,209.2,43.0,0
2022-01-07 17:00:00,1935.0,-3.8,0.0,2.0,259.6,43.0,0
2022-01-07 18:00:00,1941.0,-4.6,0.0,0.0,254.98984,43.0,0
2022-01-07 19:00:00,1908.0,-5.3,0.0,0.0,240.96714,43.0,0
2022-01-07 20:00:00,1814.0,-6.1,0.0,0.0,227.91421,43.0,0
2022-01-07 21:00:00,1682.0,-6.6,0.0,0.0,213.81312,43.0,0
2022-01-07 22:00:00,1561.0,-7.6,0.0,0.0,194.94677,43.0,0
2022-01-07 23:00:00,1480.0,-7.5,0.0,0.0,165.08635,43.0,0
2022-01-08 00:00:00,1396.0,-8.1,0.0,0.0,170.09743,17.0,0
2022-01-08 01:00:00,1358.0,-8.5,0.0,0.0,156.09604,17.0,0
2022-01-08 02:00:00,1326.0,-9.1,0.0,0.0,166.00464,17.0,0
2022-01-08 03:00:00,1344.0,-8.6,0.0,0.0,161.07792,17.0,0
2022-01-08 04:00:00,1333.0,-9.1,0.0,0.0,160.0,17.0,0
2022-01-08 05:00:00,1376.0,-8.2,0.0,0.0,154.2967,17.0,0
2022-01-08 06:00:00,1535.0,-8.8,0.0,0.0,166.00388,17.0,0
2022-01-08 07:00:00,1636.0,-9.2,0.0,0.0,182.91369,17.0,0
2022-01-08 08:00:00,1758.0,-8.7,0.0,5.0,215.89,17.0,0
2022-01-08 09:00:00,1803.0,-8.3,0.0,60.0,231.0,17.0,0
2022-01-08 10:00:00,1752.0,-5.1,0.0,219.0,228.94739,17.0,0
2022-01-08 11:00:00,1726.0,-4.0,0.0,323.0,215.39,17.0,0
2022-01-08 12:00:00,1672.0,-3.5,0.0,292.0,206.68,17.0,0
2022-01-08 13:00:00,1586.0,-3.1,0.0,283.0,185.0,17.0,0
2022-01-08 14:00:00,1526.0,-2.2,0.0,266.0,169.52,17.0,0
2022-01-08 15:00:00,1579.0,-1.9,0.0,188.0,162.8,17.0,0
2022-01-08 16:00:00,1657.0,-2.7,0.0,59.0,172.04439,17.0,0
2022-01-08 17:00:00,1739.0,-4.0,0.0,2.0,189.9,17.0,0
2022-01-08 18:00:00,1789.0,-4.8,0.0,0.0,177.10598,17.0,0
2022-01-08 19:00:00,1727.0,-5.6,0.0,0.0,161.04411,17.0,0
2022-01-08 20:00:00,1700.0,-7.0,0.0,0.0,162.0187,17.0,0
2022-01-08 21:00:00,1589.0,-7.5,0.0,0.0,219.93671,17.0,0
2022-01-08 22:00:00,1474.0,-7.8,0.0,0.0,219.90771,17.0,0
2022-01-08 23:00:00,1370.0,-7.3,0.0,0.0,154.92183,17.0,0
2022-01-09 00:00:00,1297.0,-6.7,0.0,0.0,200.92883,83.0,0
2022-01-09 01:00:00,1256.0,-7.1,0.0,0.0,125.24769,83.0,0
2022-01-09 02:00:00,1229.0,-6.3,0.0,0.0,120.02475,83.0,0
2022-01-09 03:00:00,1225.0,-6.4,0.0,0.0,72.61914,83.0,0
2022-01-09 04:00:00,1236.0,-6.6,0.0,0.0,62.50506,83.0,0
2022-01-09 05:00:00,1256.0,-6.4,0.0,0.0,117.32341,83.0,0
2022-01-09 06:00:00,1327.0,-6.3,0.0,0.0,150.96548,83.0,0
2022-01-09 07:00:00,1425.0,-6.3,0.0,0.0,187.66,83.0,0
2022-01-09 08:00:00,1532.0,-6.0,0.0,5.0,190.66,83.0,0
2022-01-09 09:00:00,1655.0,-5.3,0.0,24.0,194.36,83.0,0
2022-01-09 10:00:00,1707.0,-4.4,0.0,117.0,215.0,83.0,0
2022-01-09 11:00:00,1735.0,-3.8,0.0,148.0,218.9,83.0,0
2022-01-09 12:00:00,1676.0,-3.2,0.0,168.0,218.34,83.0,0
2022-01-09 13:00:00,1613.0,-2.2,0.0,151.0,210.47,83.0,0
2022-01-09 14:00:00,1555.0,-2.5,0.0,117.0,213.06,83.0,0
2022-01-09 15:00:00,1545.0,-1.9,0.0,53.0,223.35,83.0,0
2022-01-09 16:00:00,1604.0,-2.1,0.0,14.0,225.55,83.0,0
2022-01-09 17:00:00,1667.0,-2.4,0.0,1.0,223.3,83.0,0
2022-01-09 18:00:00,1679.0,-3.2,0.0,0.0,243.94049,83.0,0
2022-01-09 19:00:00,1700.0,-2.8,0.0,0.0,240.0,83.0,0
2022-01-09 20:00:00,1638.0,-2.7,0.0,0.0,230.82204,83.0,0
2022-01-09 21:00:00,1538.0,-2.9,0.0,0.0,214.02,83.0,0
2022-01-09 22:00:00,1442.0,-3.0,0.0,0.0,215.88,83.0,0
2022-01-09 23:00:00,1336.0,-3.3,0.0,0.0,203.8,83.0,0
2022-01-10 00:00:00,1278.0,-3.4,0.0,0.0,196.23,47.0,0
2022-01-10 01:00:00,1232.0,-3.6,0.0,0.0,191.84562,47.0,0
2022-01-10 02:00:00,1206.0,-3.4,0.0,0.0,195.90908,47.0,0
2022-01-10 03:00:00,1213.0,-3.4,0.0,0.0,186.66,47.0,0
2022-01-10 04:00:00,1261.0,-3.3,0.0,0.0,178.03798,47.0,0
2022-01-10 05:00:00,1400.0,-3.2,0.0,0.0,191.64562,47.0,0
2022-01-10 06:00:00,1743.0,-3.6,0.0,0.0,237.44,47.0,0
2022-01-10 07:00:00,1939.0,-4.3,0.0,0.0,299.95241,47.0,0
2022-01-10 08:00:00,2000.0,-4.5,0.0,3.0,313.91633,47.0,0
2022-01-10 09:00:00,1974.0,-4.2,0.0,69.0,314.99824,47.0,0
2022-01-10 10:00:00,1931.0,-1.4,0.0,231.0,310.40505,47.0,0
2022-01-10 11:00:00,1933.0,0.0,0.0,320.0,310.08039,47.0,0
2022-01-10 12:00:00,1915.0,2.0,0.0,403.0,300.0,47.0,0
2022-01-10 13:00:00,1875.0,3.4,0.0,296.0,297.01061,47.0,0
2022-01-10 14:00:00,1821.0,4.2,0.0,328.0,299.96259,47.0,0
2022-01-10 15:00:00,1821.0,3.7,0.0,216.0,305.25692,47.0,0
2022-01-10 16:00:00,1888.0,1.4,0.0,66.0,297.96551,47.0,0
2022-01-10 17:00:00,1958.0,-0.6,0.0,4.0,313.79254,47.0,0
2022-01-10 18:00:00,1965.0,-1.0,0.0,0.0,310.82,47.0,0
2022-01-10 19:00:00,1948.0,-1.5,0.0,0.0,294.9837,47.0,0
2022-01-10 20:00:00,1878.0,-1.7,0.0,0.0,267.44781,47.0,0
2022-01-10 21:00:00,1723.0,-2.4,0.0,0.0,242.22707,47.0,0
2022-01-10 22:00:00,1587.0,-2.7,0.0,0.0,217.03476,47.0,0
2022-01-10 23:00:00,1500.0,-3.8,0.0,0.0,196.61313,47.0,0
2022-01-11 00:00:00,1418.0,-3.4,0.0,0.0,210.34204,10.0,0
2022-01-11 01:00:00,1349.0,-4.8,0.0,0.0,202.42,10.0,0
2022-01-11 02:00:00,1341.0,-4.9,0.0,0.0,197.6,10.0,0
2022-01-11 03:00:00,1340.0,-4.8,0.0,0.0,193.0,10.0,0
2022-01-11 04:00:00,1391.0,-6.1,0.0,0.0,194.9,10.0,0
2022-01-11 05:00:00,1476.0,-6.0,0.0,0.0,204.45,10.0,0
2022-01-11 06:00:00,1813.0,-5.8,0.0,0.0,234.43106,10.0,0
2022-01-11 07:00:00,2006.0,-6.5,0.0,0.0,289.9,10.0,0
2022-01-11 08:00:00,2034.0,-6.4,0.0,5.0,300.01566,10.0,0
2022-01-11 09:00:00,1984.0,-4.4,0.0,97.0,297.15777,10.0,0
2022-01-11 10:00:00,1889.0,-2.4,0.0,216.0,277.01839,10.0,0
2022-01-11 11:00:00,1867.0,0.2,0.0,308.0,264.39859,10.0,0
2022-01-11 12:00:00,1836.0,2.0,0.0,365.0,252.59477,10.0,0
2022-01-11 13:00:00,1826.0,2.8,0.0,353.0,248.38336,10.0,0
2022-01-11 14:00:00,1779.0,3.0,0.0,295.0,255.01259,10.0,0
2022-01-11 15:00:00,1805.0,2.3,0.0,190.0,277.9,10.0,0
2022-01-11 16:00:00,1893.0,0.7,0.0,69.0,289.94069,10.0,0
2022-01-11 17:00:00,1964.0,-1.0,0.0,3.0,316.4,10.0,0
2022-01-11 18:00:00,1992.0,-1.7,0.0,0.0,315.9,10.0,0
2022-01-11 19:00:00,1973.0,-3.2,0.0,0.0,309.2,10.0,0
2022-01-11 20:00:00,1914.0,-3.7,0.0,0.0,285.33332,10.0,0
2022-01-11 21:00:00,1754.0,-3.7,0.0,0.0,245.30013,10.0,0
2022-01-11 22:00:00,1626.0,-2.5,0.0,0.0,235.2198,10.0,0
2022-01-11 23:00:00,1543.0,-4.6,0.0,0.0,211.84,10.0,0
2022-01-12 00:00:00,1456.0,-6.3,0.0,0.0,196.65,7.0,0
2022-01-12 01:00:00,1424.0,-7.3,0.0,0.0,187.1,7.0,0
2022-01-12 02:00:00,1402.0,-7.1,0.0,0.0,184.27,7.0,0
2022-01-12 03:00:00,1402.0,-7.5,0.0,0.0,179.58,7.0,0
2022-01-12 04:00:00,1463.0,-7.9,0.0,0.0,178.33,7.0,0
2022-01-12 05:00:00,1575.0,-8.2,0.0,0.0,193.50262,7.0,0
2022-01-12 06:00:00,1893.0,-8.7,0.0,0.0,236.76258,7.0,0
2022-01-12 07:00:00,2090.0,-9.1,0.0,0.0,273.18238,7.0,0
2022-01-12 08:00:00,2106.0,-9.8,0.0,7.0,300.1,7.0,0
2022-01-12 09:00:00,2019.0,-6.9,0.0,100.0,292.73722,7.0,0
2022-01-12 10:00:00,1936.0,-3.9,0.0,224.0,275.49653,7.0,0
2022-01-12 11:00:00,1858.0,-0.9,0.0,331.0,258.6471,7.0,0
2022-01-12 12:00:00,1859.0,-0.8,0.0,381.0,245.10889,7.0,0
2022-01-12 13:00:00,1841.0,-0.2,0.0,368.0,232.08377,7.0,0
2022-01-12 14:00:00,1821.0,0.8,0.0,315.0,234.77,7.0,0
2022-01-12 15:00:00,1849.0,1.4,0.0,207.0,240.00793,7.0,0
2022-01-12 16:00:00,1949.0,-0.8,0.0,81.0,255.0,7.0,0
2022-01-12 17:00:00,2054.0,-3.5,0.0,4.0,284.82,7.0,0
2022-01-12 18:00:00,2074.0,-4.0,0.0,0.0,285.96912,7.0,0
2022-01-12 19:00:00,2050.0,-4.8,0.0,0.0,269.02943,7.0,0
2022-01-12 20:00:00,1970.0,-5.4,0.0,0.0,239.93207,7.0,0
2022-01-12 21:00:00,1829.0,-6.3,0.0,0.0,200.07978,7.0,0
2022-01-12 22:00:00,1723.0,-6.8,0.0,0.0,198.4688,7.0,0
2022-01-12 23:00:00,1621.0,-7.6,0.0,0.0,180.05784,7.0,0
2022-01-13 00:00:00,1537.0,-8.3,0.0,0.0,177.33527,20.0,0
2022-01-13 01:00:00,1481.0,-8.6,0.0,0.0,169.09567,20.0,0
2022-01-13 02:00:00,1466.0,-8.7,0.0,0.0,163.1212,20.0,0
2022-01-13 03:00:00,1483.0,-9.2,0.0,0.0,160.1,20.0,0
2022-01-13 04:00:00,1502.0,-9.5,0.0,0.0,162.51588,20.0,0
2022-01-13 05:00:00,1646.0,-10.0,0.0,0.0,175.60431,20.0,0
2022-01-13 06:00:00,1954.0,-10.3,0.0,0.0,212.18,20.0,0
2022-01-13 07:00:00,2146.0,-10.6,0.0,0.0,236.26,20.0,0
2022-01-13 08:00:00,2144.0,-10.6,0.0,7.0,252.39,20.0,0
2022-01-13 09:00:00,2075.0,-8.4,0.0,97.0,257.57535,20.0,0
2022-01-13 10:00:00,2009.0,-5.0,0.0,218.0,202.49726,20.0,0
2022-01-13 11:00:00,1941.0,-2.7,0.0,319.0,188.3787,20.0,0
2022-01-13 12:00:00,1896.0,0.7,0.0,371.0,210.0984,20.0,0
2022-01-13 13:00:00,1861.0,1.7,0.0,305.0,207.41445,20.0,0
2022-01-13 14:00:00,1848.0,2.5,0.0,303.0,214.87577,20.0,0
2022-01-13 15:00:00,1877.0,3.3,0.0,225.0,221.65,20.0,0
2022-01-13 16:00:00,1949.0,-0.6,0.0,56.0,243.43977,20.0,0
2022-01-13 17:00:00,2016.0,-2.2,0.0,4.0,266.3,20.0,0
2022-01-13 18:00:00,2046.0,-3.0,0.0,0.0,274.0,20.0,0
2022-01-13 19:00:00,2020.0,-4.1,0.0,0.0,262.95,20.0,0
2022-01-13 20:00:00,1950.0,-4.8,0.0,0.0,210.03042,20.0,0
2022-01-13 21:00:00,1845.0,-5.1,0.0,0.0,183.92729,20.0,0
2022-01-13 22:00:00,1697.0,-5.4,0.0,0.0,178.7697,20.0,0
2022-01-13 23:00:00,1612.0,-6.2,0.0,0.0,146.36728,20.0,0
2022-01-14 00:00:00,1523.0,-6.1,0.0,0.0,150.08922,0.0,0
2022-01-14 01:00:00,1470.0,-6.5,0.0,0.0,165.00421,0.0,0
2022-01-14 02:00:00,1432.0,-6.8,0.0,0.0,160.09278,0.0,0
2022-01-14 03:00:00,1452.0,-6.6,0.0,0.0,160.05011,0.0,0
2022-01-14 04:00:00,1471.0,-7.6,0.0,0.0,164.66727,0.0,0
2022-01-14 05:00:00,1584.0,-7.3,0.0,0.0,179.9,0.0,0
2022-01-14 06:00:00,1892.0,-8.0,0.0,0.0,218.9,0.0,0
2022-01-14 07:00:00,2085.0,-7.8,0.0,0.0,239.9,0.0,0
2022-01-14 08:00:00,2071.0,-7.6,0.0,8.0,265.6975,0.0,0
2022-01-14 09:00:00,1964.0,-5.5,0.0,98.0,270.6,0.0,0
2022-01-14 10:00:00,1918.0,-2.8,0.0,219.0,250.5,0.0,0
2022-01-14 11:00:00,1836.0,-0.1,0.0,324.0,244.1,0.0,0
2022-01-14 12:00:00,1786.0,2.9,0.0,372.0,226.8,0.0,0
2022-01-14 13:00:00,1748.0,4.9,0.0,360.0,217.969,0.0,0
2022-01-14 14:00:00,1716.0,6.6,0.0,309.0,213.01,0.0,0
2022-01-14 15:00:00,1750.0,5.4,0.0,205.0,220.0,0.0,0
2022-01-14 16:00:00,1822.0,1.2,0.0,86.0,228.37374,0.0,0
2022-01-14 17:00:00,1926.0,-0.5,0.0,4.0,262.0,0.0,0
2022-01-14 18:00:00,1925.0,-1.2,0.0,0.0,265.47181,0.0,0
2022-01-14 19:00:00,1925.0,-2.0,0.0,0.0,243.3493,0.0,0
2022-01-14 20:00:00,1810.0,-2.3,0.0,0.0,243.06986,0.0,0
