station id, station name, valid,oblačnost [%]
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-13,13
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-14,0
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-15,7
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-16,30
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-17,43
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-18,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-19,63
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-20,37
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-21,43
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-22,33
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-23,83
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-24,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-25,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-26,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-27,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-02-28,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-01,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-02,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-03,87
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-04,40
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-05,60
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-06,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-07,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-08,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-09,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-10,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-11,53
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-12,43
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-13,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-14,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-15,63
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-16,17
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-17,37
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-18,27
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-19,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-20,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-21,30
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-22,37
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-23,43
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-24,87
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-25,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-26,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-27,50
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-28,17
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-29,73
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-30,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-03-31,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-01,70
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-02,70
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-03,23
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-04,37
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-05,13
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-06,10
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-07,47
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-08,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-09,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-10,20
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-11,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-12,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-13,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-14,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-15,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-16,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-17,73
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-18,80
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-19,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-20,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-21,70
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-22,27
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-23,63
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-24,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-25,87
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-26,53
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-27,50
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-28,87
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-29,70
_3049,Letališče Jožeta Pučnika Ljubljana,2023-04-30,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-01,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-02,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-03,87
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-04,30
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-05,37
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-06,53
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-07,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-08,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-09,73
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-10,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-11,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-12,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-13,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-14,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-15,70
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-16,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-17,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-18,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-19,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-20,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-21,30
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-22,20
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-23,63
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-24,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-25,43
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-26,60
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-27,20
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-28,33
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-29,23
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-30,53
_3049,Letališče Jožeta Pučnika Ljubljana,2023-05-31,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-01,50
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-02,47
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-03,83
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-04,73
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-05,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-06,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-07,47
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-08,57
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-09,53
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-10,73
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-11,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-12,83
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-13,53
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-14,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-15,40
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-16,20
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-17,30
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-18,20
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-19,27
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-20,43
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-21,53
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-22,40
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-23,70
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-24,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-25,7
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-26,20
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-27,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-28,73
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-29,17
_3049,Letališče Jožeta Pučnika Ljubljana,2023-06-30,50
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-01,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-02,80
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-03,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-04,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-05,43
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-06,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-07,43
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-08,20
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-09,17
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-10,43
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-11,27
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-12,70
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-13,60
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-14,47
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-15,13
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-16,3
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-17,10
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-18,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-19,80
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-20,50
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-21,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-22,43
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-23,17
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-24,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-25,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-26,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-27,30
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-28,50
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-29,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-30,60
_3049,Letališče Jožeta Pučnika Ljubljana,2023-07-31,47
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-01,87
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-02,70
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-03,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-04,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-05,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-06,73
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-07,37
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-08,37
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-09,80
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-10,80
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-11,13
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-12,10
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-13,13
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-14,20
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-15,7
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-16,57
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-17,53
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-18,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-19,13
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-20,7
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-21,3
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-22,3
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-23,57
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-24,13
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-25,30
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-26,23
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-27,17
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-28,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-29,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-30,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-08-31,73
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-01,37
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-02,10
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-03,60
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-04,50
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-05,13
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-06,7
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-07,3
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-08,3
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-09,3
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-10,13
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-11,3
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-12,47
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-13,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-14,80
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-15,57
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-16,30
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-17,70
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-18,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-19,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-20,40
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-21,70
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-22,80
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-23,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-24,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-25,30
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-26,27
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-27,13
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-28,10
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-29,60
_3049,Letališče Jožeta Pučnika Ljubljana,2023-09-30,60
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-01,50
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-02,40
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-03,50
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-04,63
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-05,80
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-06,10
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-07,57
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-08,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-09,80
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-10,87
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-11,37
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-12,13
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-13,30
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-14,63
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-15,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-16,57
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-17,73
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-18,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-19,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-20,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-21,83
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-22,33
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-23,60
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-24,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-25,87
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-26,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-27,87
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-28,53
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-29,80
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-30,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-10-31,67
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-01,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-02,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-03,83
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-04,80
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-05,60
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-06,53
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-07,37
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-08,57
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-09,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-10,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-11,37
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-12,60
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-13,53
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-14,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-15,10
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-16,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-17,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-18,27
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-19,30
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-20,60
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-21,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-22,40
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-23,37
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-24,50
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-25,63
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-26,23
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-27,90
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-28,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-29,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-11-30,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-01,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-02,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-03,87
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-04,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-05,97
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-06,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-07,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-08,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-09,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-10,73
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-11,57
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-12,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-13,100
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-14,93
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-15,87
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-16,27
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-17,17
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-18,33
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-19,37
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-20,40
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-21,73
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-22,43
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-23,27
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-24,83
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-25,40
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-26,73
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-27,77
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-28,73
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-29,57
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-30,60
_3049,Letališče Jožeta Pučnika Ljubljana,2023-12-31,
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-01,80
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-02,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-03,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-04,13
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-05,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-06,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-07,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-08,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-09,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-10,20
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-11,0
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-12,67
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-13,3
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-14,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-15,90
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-16,40
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-17,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-18,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-19,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-20,20
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-21,60
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-22,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-23,17
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-24,60
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-25,40
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-26,37
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-27,20
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-28,3
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-29,0
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-30,7
_3049,Letališče Jožeta Pučnika Ljubljana,2024-01-31,67
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-01,57
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-02,53
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-03,70
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-04,33
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-05,50
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-06,90
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-07,90
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-08,83
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-09,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-10,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-11,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-12,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-13,50
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-14,7
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-15,70
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-16,10
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-17,70
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-18,83
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-19,67
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-20,80
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-21,57
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-22,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-23,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-24,90
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-25,70
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-26,70
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-27,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-28,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-02-29,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-01,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-02,83
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-03,90
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-04,90
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-05,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-06,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-07,87
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-08,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-09,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-10,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-11,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-12,77
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-13,20
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-14,37
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-15,70
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-16,77
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-17,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-18,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-19,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-20,37
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-21,80
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-22,60
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-23,70
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-24,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-25,40
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-26,83
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-27,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-28,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-29,93
