station id, station name, valid,oblačnost [%]
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-30,30
_3049,Letališče Jožeta Pučnika Ljubljana,2024-03-31,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-01,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-02,63
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-03,70
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-04,43
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-05,60
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-06,27
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-07,27
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-08,70
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-09,77
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-10,77
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-11,47
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-12,10
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-13,20
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-14,33
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-15,63
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-16,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-17,90
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-18,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-19,67
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-20,60
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-21,37
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-22,87
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-23,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-24,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-25,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-26,60
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-27,53
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-28,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-29,20
_3049,Letališče Jožeta Pučnika Ljubljana,2024-04-30,7
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-01,77
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-02,83
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-03,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-04,37
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-05,37
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-06,83
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-07,83
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-08,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-09,47
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-10,30
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-11,57
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-12,57
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-13,77
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-14,87
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-15,80
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-16,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-17,63
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-18,37
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-19,23
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-20,60
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-21,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-22,80
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-23,67
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-24,20
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-25,67
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-26,60
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-27,63
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-28,83
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-29,63
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-30,77
_3049,Letališče Jožeta Pučnika Ljubljana,2024-05-31,90
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-01,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-02,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-03,93
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-04,83
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-05,30
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-06,30
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-07,33
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-08,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-09,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-10,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-11,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-12,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-13,70
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-14,67
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-15,27
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-16,57
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-17,13
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-18,23
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-19,47
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-20,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-21,83
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-22,33
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-23,83
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-24,90
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-25,80
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-26,80
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-27,63
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-28,20
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-29,50
_3049,Letališče Jožeta Pučnika Ljubljana,2024-06-30,43
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-01,80
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-02,70
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-03,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-04,60
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-05,30
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-06,40
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-07,60
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-08,33
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-09,17
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-10,47
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-11,27
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-12,47
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-13,47
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-14,50
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-15,10
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-16,20
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-17,80
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-18,30
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-19,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-20,90
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-21,27
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-22,70
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-23,67
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-24,53
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-25,40
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-26,17
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-27,7
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-28,47
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-29,33
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-30,20
_3049,Letališče Jožeta Pučnika Ljubljana,2024-07-31,7
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-01,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-02,47
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-03,50
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-04,53
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-05,83
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-06,50
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-07,53
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-08,67
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-09,60
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-10,7
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-11,7
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-12,13
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-13,17
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-14,27
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-15,23
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-16,40
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-17,30
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-18,47
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-19,87
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-20,53
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-21,37
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-22,77
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-23,7
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-24,10
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-25,17
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-26,60
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-27,47
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-28,10
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-29,13
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-30,17
_3049,Letališče Jožeta Pučnika Ljubljana,2024-08-31,7
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-01,43
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-02,47
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-03,23
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-04,17
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-05,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-06,77
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-07,50
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-08,70
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-09,80
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-10,43
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-11,53
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-12,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-13,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-14,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-15,73
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-16,87
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-17,60
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-18,50
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-19,87
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-20,63
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-21,20
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-22,37
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-23,37
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-24,87
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-25,77
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-26,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-27,90
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-28,83
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-29,50
_3049,Letališče Jožeta Pučnika Ljubljana,2024-09-30,33
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-01,80
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-02,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-03,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-04,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-05,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-06,53
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-07,53
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-08,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-09,87
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-10,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-11,63
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-12,80
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-13,80
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-14,63
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-15,53
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-16,97
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-17,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-18,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-19,100
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-20,53
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-21,37
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-22,50
_3049,Letališče Jožeta Pučnika Ljubljana,2024-10-23,97
