date,consumption,temperature,precipitation,irradiation,cloudiness,holiday
2022-01-01 01:00:00,1018.0,-3.2,0.0,0.0,37.0,1.0
2022-01-01 02:00:00,975.0,-3.9,0.0,0.0,37.0,1.0
2022-01-01 03:00:00,944.0,-2.8,0.0,0.0,37.0,1.0
2022-01-01 04:00:00,936.0,-3.1,0.0,0.0,37.0,1.0
2022-01-01 05:00:00,952.0,-4.1,0.0,0.0,37.0,1.0
2022-01-01 06:00:00,999.0,-4.0,0.0,0.0,37.0,1.0
2022-01-01 07:00:00,1049.0,-3.8,0.0,0.0,37.0,1.0
2022-01-01 08:00:00,1092.0,-4.3,0.0,9.0,37.0,1.0
2022-01-01 09:00:00,1107.0,-2.0,0.0,86.0,37.0,1.0
2022-01-01 10:00:00,1101.0,-0.8,0.0,175.0,37.0,1.0
2022-01-01 11:00:00,1095.0,1.2,0.0,267.0,37.0,1.0
2022-01-01 12:00:00,1055.0,3.0,0.0,309.0,37.0,1.0
2022-01-01 13:00:00,1016.0,4.2,0.0,305.0,37.0,1.0
2022-01-01 14:00:00,1006.0,6.2,0.0,272.0,37.0,1.0
2022-01-01 15:00:00,1061.0,7.5,0.0,187.0,37.0,1.0
2022-01-01 16:00:00,1166.0,1.9,0.0,39.0,37.0,1.0
2022-01-01 17:00:00,1258.0,0.3,0.0,2.0,37.0,1.0
2022-01-01 18:00:00,1276.0,0.2,0.0,0.0,37.0,1.0
2022-01-01 19:00:00,1275.0,0.1,0.0,0.0,37.0,1.0
2022-01-01 20:00:00,1246.0,0.1,0.0,0.0,37.0,1.0
2022-01-01 21:00:00,1167.0,-0.4,0.0,0.0,37.0,1.0
2022-01-01 22:00:00,1091.0,-0.6,0.0,0.0,37.0,1.0
2022-01-01 23:00:00,1006.0,-1.2,0.0,0.0,37.0,1.0
2022-01-02 00:00:00,962.0,-1.7,0.0,0.0,40.0,1.0
2022-01-02 01:00:00,917.0,-1.8,0.0,0.0,40.0,1.0
2022-01-02 02:00:00,901.0,-2.8,0.0,0.0,40.0,1.0
2022-01-02 03:00:00,895.0,-2.4,0.0,0.0,40.0,1.0
2022-01-02 04:00:00,893.0,-2.9,0.0,0.0,40.0,1.0
2022-01-02 05:00:00,956.0,-2.8,0.0,0.0,40.0,1.0
2022-01-02 06:00:00,1034.0,-3.0,0.0,0.0,40.0,1.0
2022-01-02 07:00:00,1126.0,-3.8,0.0,0.0,40.0,1.0
2022-01-02 08:00:00,1210.0,-3.4,0.0,5.0,40.0,1.0
2022-01-02 09:00:00,1240.0,-3.2,0.0,56.0,40.0,1.0
2022-01-02 10:00:00,1228.0,0.2,0.0,204.0,40.0,1.0
2022-01-02 11:00:00,1199.0,0.5,0.0,277.0,40.0,1.0
2022-01-02 12:00:00,1167.0,3.0,0.0,366.0,40.0,1.0
2022-01-02 13:00:00,1130.0,5.6,0.0,336.0,40.0,1.0
2022-01-02 14:00:00,1126.0,7.6,0.0,287.0,40.0,1.0
2022-01-02 15:00:00,1172.0,5.5,0.0,177.0,40.0,1.0
2022-01-02 16:00:00,1289.0,2.1,0.0,46.0,40.0,1.0
2022-01-02 17:00:00,1385.0,1.0,0.0,1.0,40.0,1.0
2022-01-02 18:00:00,1412.0,0.8,0.0,0.0,40.0,1.0
2022-01-02 19:00:00,1421.0,0.2,0.0,0.0,40.0,1.0
2022-01-02 20:00:00,1382.0,-0.2,0.0,0.0,40.0,1.0
2022-01-02 21:00:00,1281.0,-0.2,0.0,0.0,40.0,1.0
2022-01-02 22:00:00,1192.0,-0.5,0.0,0.0,40.0,1.0
2022-01-02 23:00:00,1120.0,-1.6,0.0,0.0,40.0,1.0
2022-01-03 00:00:00,1063.0,-1.3,0.0,0.0,80.0,0.0
2022-01-03 01:00:00,1016.0,-1.3,0.0,0.0,80.0,0.0
2022-01-03 02:00:00,1006.0,-1.9,0.0,0.0,80.0,0.0
2022-01-03 03:00:00,990.0,-1.1,0.0,0.0,80.0,0.0
2022-01-03 04:00:00,1026.0,-1.6,0.0,0.0,80.0,0.0
2022-01-03 05:00:00,1162.0,-1.6,0.0,0.0,80.0,0.0
2022-01-03 06:00:00,1489.0,-1.8,0.0,0.0,80.0,0.0
2022-01-03 07:00:00,1708.0,-2.2,0.0,0.0,80.0,0.0
2022-01-03 08:00:00,1764.0,-2.4,0.0,3.0,80.0,0.0
2022-01-03 09:00:00,1773.0,-1.1,0.0,54.0,80.0,0.0
2022-01-03 10:00:00,1706.0,-0.3,0.0,99.0,80.0,0.0
2022-01-03 11:00:00,1725.0,0.6,0.0,116.0,80.0,0.0
2022-01-03 12:00:00,1684.0,0.9,0.0,136.0,80.0,0.0
2022-01-03 13:00:00,1647.0,1.3,0.0,108.0,80.0,0.0
2022-01-03 14:00:00,1626.0,3.1,0.0,136.0,80.0,0.0
2022-01-03 15:00:00,1646.0,3.0,0.0,67.0,80.0,0.0
2022-01-03 16:00:00,1712.0,3.1,0.0,25.0,80.0,0.0
2022-01-03 17:00:00,1770.0,2.6,0.0,0.0,80.0,0.0
2022-01-03 18:00:00,1751.0,2.7,0.0,0.0,80.0,0.0
2022-01-03 19:00:00,1745.0,4.2,0.0,0.0,80.0,0.0
2022-01-03 20:00:00,1660.0,3.5,0.0,0.0,80.0,0.0
2022-01-03 21:00:00,1537.0,4.5,0.0,0.0,80.0,0.0
2022-01-03 22:00:00,1406.0,3.0,0.0,0.0,80.0,0.0
2022-01-03 23:00:00,1286.0,2.6,0.0,0.0,80.0,0.0
2022-01-04 00:00:00,1227.0,3.8,0.0,0.0,100.0,0.0
2022-01-04 01:00:00,1174.0,3.5,0.0,0.0,100.0,0.0
2022-01-04 02:00:00,1154.0,2.7,0.0,0.0,100.0,0.0
2022-01-04 03:00:00,1144.0,2.5,0.0,0.0,100.0,0.0
2022-01-04 04:00:00,1182.0,2.7,0.0,0.0,100.0,0.0
2022-01-04 05:00:00,1299.0,2.7,0.0,0.0,100.0,0.0
2022-01-04 06:00:00,1591.0,2.2,0.0,0.0,100.0,0.0
2022-01-04 07:00:00,1754.0,2.2,0.0,0.0,100.0,0.0
2022-01-04 08:00:00,1836.0,2.6,0.0,1.0,100.0,0.0
2022-01-04 09:00:00,1817.0,3.6,0.0,11.0,100.0,0.0
2022-01-04 10:00:00,1802.0,6.3,0.0,26.0,100.0,0.0
2022-01-04 11:00:00,1801.0,5.6,0.0,25.0,100.0,0.0
2022-01-04 12:00:00,1813.0,6.9,0.0,26.0,100.0,0.0
2022-01-04 13:00:00,1795.0,7.8,0.0,62.0,100.0,0.0
2022-01-04 14:00:00,1718.0,7.9,0.0,31.0,100.0,0.0
2022-01-04 15:00:00,1688.0,7.8,0.0,25.0,100.0,0.0
2022-01-04 16:00:00,1734.0,6.9,0.0,7.0,100.0,0.0
2022-01-04 17:00:00,1767.0,8.0,0.0,0.0,100.0,0.0
2022-01-04 18:00:00,1780.0,8.1,0.0,0.0,100.0,0.0
2022-01-04 19:00:00,1795.0,7.8,0.1,0.0,100.0,0.0
2022-01-04 20:00:00,1710.0,8.0,0.0,0.0,100.0,0.0
2022-01-04 21:00:00,1581.0,7.7,0.0,0.0,100.0,0.0
2022-01-04 22:00:00,1444.0,5.9,0.0,0.0,100.0,0.0
2022-01-04 23:00:00,1356.0,6.6,0.1,0.0,100.0,0.0
2022-01-05 00:00:00,1260.0,7.1,0.1,0.0,100.0,0.0
2022-01-05 01:00:00,1196.0,7.4,0.0,0.0,100.0,0.0
2022-01-05 02:00:00,1125.0,5.9,0.0,0.0,100.0,0.0
2022-01-05 03:00:00,1177.0,6.1,0.0,0.0,100.0,0.0
2022-01-05 04:00:00,1175.0,6.6,0.0,0.0,100.0,0.0
2022-01-05 05:00:00,1331.0,6.5,0.0,0.0,100.0,0.0
2022-01-05 06:00:00,1598.0,6.9,0.2,0.0,100.0,0.0
2022-01-05 07:00:00,1771.0,7.1,0.0,0.0,100.0,0.0
2022-01-05 08:00:00,1788.0,8.8,0.0,0.0,100.0,0.0
2022-01-05 09:00:00,1767.0,9.7,0.0,2.0,100.0,0.0
2022-01-05 10:00:00,1777.0,9.2,0.0,10.0,100.0,0.0
2022-01-05 11:00:00,1813.0,9.9,0.0,20.0,100.0,0.0
2022-01-05 12:00:00,1835.0,10.0,0.0,23.0,100.0,0.0
2022-01-05 13:00:00,1820.0,9.0,0.0,11.0,100.0,0.0
2022-01-05 14:00:00,1794.0,10.1,0.0,8.0,100.0,0.0
2022-01-05 15:00:00,1776.0,8.7,0.0,4.0,100.0,0.0
2022-01-05 16:00:00,1810.0,4.7,0.7,4.0,100.0,0.0
2022-01-05 17:00:00,1823.0,4.2,2.4,0.0,100.0,0.0
2022-01-05 18:00:00,1831.0,3.9,2.1,0.0,100.0,0.0
2022-01-05 19:00:00,1806.0,2.6,1.9,0.0,100.0,0.0
2022-01-05 20:00:00,1738.0,1.2,1.0,0.0,100.0,0.0
2022-01-05 21:00:00,1616.0,0.9,0.4,0.0,100.0,0.0
2022-01-05 22:00:00,1493.0,0.6,0.2,0.0,100.0,0.0
2022-01-05 23:00:00,1397.0,0.6,0.3,0.0,100.0,0.0
2022-01-06 00:00:00,1298.0,0.5,0.2,0.0,80.0,0.0
2022-01-06 01:00:00,1268.0,0.3,1.5,0.0,80.0,0.0
2022-01-06 02:00:00,1224.0,0.2,0.8,0.0,80.0,0.0
2022-01-06 03:00:00,1271.0,0.1,0.1,0.0,80.0,0.0
2022-01-06 04:00:00,1264.0,0.2,0.0,0.0,80.0,0.0
2022-01-06 05:00:00,1360.0,0.0,0.0,0.0,80.0,0.0
2022-01-06 06:00:00,1672.0,0.0,0.0,0.0,80.0,0.0
2022-01-06 07:00:00,1837.0,-0.5,0.0,0.0,80.0,0.0
2022-01-06 08:00:00,1877.0,-0.2,0.0,3.0,80.0,0.0
2022-01-06 09:00:00,1903.0,-0.6,0.0,34.0,80.0,0.0
2022-01-06 10:00:00,1905.0,0.4,0.0,96.0,80.0,0.0
2022-01-06 11:00:00,1902.0,1.4,0.0,238.0,80.0,0.0
2022-01-06 12:00:00,1848.0,2.2,0.0,374.0,80.0,0.0
2022-01-06 13:00:00,1821.0,1.4,0.0,77.0,80.0,0.0
2022-01-06 14:00:00,1744.0,3.4,0.0,287.0,80.0,0.0
2022-01-06 15:00:00,1738.0,3.7,0.0,192.0,80.0,0.0
2022-01-06 16:00:00,1822.0,1.2,0.0,55.0,80.0,0.0
2022-01-06 17:00:00,1870.0,-0.6,0.0,2.0,80.0,0.0
2022-01-06 18:00:00,1916.0,-1.5,0.0,0.0,80.0,0.0
2022-01-06 19:00:00,1903.0,-2.6,0.0,0.0,80.0,0.0
2022-01-06 20:00:00,1809.0,-2.6,0.0,0.0,80.0,0.0
2022-01-06 21:00:00,1675.0,-2.3,0.0,0.0,80.0,0.0
2022-01-06 22:00:00,1530.0,-1.7,0.0,0.0,80.0,0.0
2022-01-06 23:00:00,1426.0,-1.5,0.0,0.0,80.0,0.0
2022-01-07 00:00:00,1363.0,-1.6,0.0,0.0,43.0,0.0
2022-01-07 01:00:00,1301.0,-1.9,0.0,0.0,43.0,0.0
2022-01-07 02:00:00,1262.0,-2.2,0.0,0.0,43.0,0.0
2022-01-07 03:00:00,1267.0,-3.6,0.0,0.0,43.0,0.0
2022-01-07 04:00:00,1314.0,-4.2,0.0,0.0,43.0,0.0
2022-01-07 05:00:00,1433.0,-4.7,0.0,0.0,43.0,0.0
2022-01-07 06:00:00,1768.0,-5.6,0.0,0.0,43.0,0.0
2022-01-07 07:00:00,1942.0,-6.7,0.0,0.0,43.0,0.0
2022-01-07 08:00:00,1965.0,-7.0,0.0,5.0,43.0,0.0
2022-01-07 09:00:00,1900.0,-5.9,0.0,92.0,43.0,0.0
2022-01-07 10:00:00,1890.0,-2.8,0.0,222.0,43.0,0.0
2022-01-07 11:00:00,1834.0,-2.9,0.0,321.0,43.0,0.0
2022-01-07 12:00:00,1761.0,-2.3,0.0,176.0,43.0,0.0
2022-01-07 13:00:00,1718.0,-2.4,0.0,137.0,43.0,0.0
2022-01-07 14:00:00,1696.0,-2.4,0.0,138.0,43.0,0.0
2022-01-07 15:00:00,1738.0,-2.5,0.0,110.0,43.0,0.0
2022-01-07 16:00:00,1841.0,-3.2,0.0,40.0,43.0,0.0
2022-01-07 17:00:00,1935.0,-3.8,0.0,2.0,43.0,0.0
2022-01-07 18:00:00,1941.0,-4.6,0.0,0.0,43.0,0.0
2022-01-07 19:00:00,1908.0,-5.3,0.0,0.0,43.0,0.0
2022-01-07 20:00:00,1814.0,-6.1,0.0,0.0,43.0,0.0
2022-01-07 21:00:00,1682.0,-6.6,0.0,0.0,43.0,0.0
2022-01-07 22:00:00,1561.0,-7.6,0.0,0.0,43.0,0.0
2022-01-07 23:00:00,1480.0,-7.5,0.0,0.0,43.0,0.0
2022-01-08 00:00:00,1396.0,-8.1,0.0,0.0,17.0,0.0
2022-01-08 01:00:00,1358.0,-8.5,0.0,0.0,17.0,0.0
2022-01-08 02:00:00,1326.0,-9.1,0.0,0.0,17.0,0.0
2022-01-08 03:00:00,1344.0,-8.6,0.0,0.0,17.0,0.0
2022-01-08 04:00:00,1333.0,-9.1,0.0,0.0,17.0,0.0
2022-01-08 05:00:00,1376.0,-8.2,0.0,0.0,17.0,0.0
2022-01-08 06:00:00,1535.0,-8.8,0.0,0.0,17.0,0.0
2022-01-08 07:00:00,1636.0,-9.2,0.0,0.0,17.0,0.0
2022-01-08 08:00:00,1758.0,-8.7,0.0,5.0,17.0,0.0
2022-01-08 09:00:00,1803.0,-8.3,0.0,60.0,17.0,0.0
2022-01-08 10:00:00,1752.0,-5.1,0.0,219.0,17.0,0.0
2022-01-08 11:00:00,1726.0,-4.0,0.0,323.0,17.0,0.0
2022-01-08 12:00:00,1672.0,-3.5,0.0,292.0,17.0,0.0
2022-01-08 13:00:00,1586.0,-3.1,0.0,283.0,17.0,0.0
2022-01-08 14:00:00,1526.0,-2.2,0.0,266.0,17.0,0.0
2022-01-08 15:00:00,1579.0,-1.9,0.0,188.0,17.0,0.0
2022-01-08 16:00:00,1657.0,-2.7,0.0,59.0,17.0,0.0
2022-01-08 17:00:00,1739.0,-4.0,0.0,2.0,17.0,0.0
2022-01-08 18:00:00,1789.0,-4.8,0.0,0.0,17.0,0.0
2022-01-08 19:00:00,1727.0,-5.6,0.0,0.0,17.0,0.0
2022-01-08 20:00:00,1700.0,-7.0,0.0,0.0,17.0,0.0
2022-01-08 21:00:00,1589.0,-7.5,0.0,0.0,17.0,0.0
2022-01-08 22:00:00,1474.0,-7.8,0.0,0.0,17.0,0.0
2022-01-08 23:00:00,1370.0,-7.3,0.0,0.0,17.0,0.0
2022-01-09 00:00:00,1297.0,-6.7,0.0,0.0,83.0,0.0
2022-01-09 01:00:00,1256.0,-7.1,0.0,0.0,83.0,0.0
2022-01-09 02:00:00,1229.0,-6.3,0.0,0.0,83.0,0.0
2022-01-09 03:00:00,1225.0,-6.4,0.0,0.0,83.0,0.0
2022-01-09 04:00:00,1236.0,-6.6,0.0,0.0,83.0,0.0
2022-01-09 05:00:00,1256.0,-6.4,0.0,0.0,83.0,0.0
2022-01-09 06:00:00,1327.0,-6.3,0.0,0.0,83.0,0.0
2022-01-09 07:00:00,1425.0,-6.3,0.0,0.0,83.0,0.0
2022-01-09 08:00:00,1532.0,-6.0,0.0,5.0,83.0,0.0
2022-01-09 09:00:00,1655.0,-5.3,0.0,24.0,83.0,0.0
2022-01-09 10:00:00,1707.0,-4.4,0.0,117.0,83.0,0.0
2022-01-09 11:00:00,1735.0,-3.8,0.0,148.0,83.0,0.0
2022-01-09 12:00:00,1676.0,-3.2,0.0,168.0,83.0,0.0
2022-01-09 13:00:00,1613.0,-2.2,0.0,151.0,83.0,0.0
2022-01-09 14:00:00,1555.0,-2.5,0.0,117.0,83.0,0.0
2022-01-09 15:00:00,1545.0,-1.9,0.0,53.0,83.0,0.0
2022-01-09 16:00:00,1604.0,-2.1,0.0,14.0,83.0,0.0
2022-01-09 17:00:00,1667.0,-2.4,0.0,1.0,83.0,0.0
2022-01-09 18:00:00,1679.0,-3.2,0.0,0.0,83.0,0.0
2022-01-09 19:00:00,1700.0,-2.8,0.0,0.0,83.0,0.0
2022-01-09 20:00:00,1638.0,-2.7,0.0,0.0,83.0,0.0
2022-01-09 21:00:00,1538.0,-2.9,0.0,0.0,83.0,0.0
2022-01-09 22:00:00,1442.0,-3.0,0.0,0.0,83.0,0.0
2022-01-09 23:00:00,1336.0,-3.3,0.0,0.0,83.0,0.0
2022-01-10 00:00:00,1278.0,-3.4,0.0,0.0,47.0,0.0
2022-01-10 01:00:00,1232.0,-3.6,0.0,0.0,47.0,0.0
2022-01-10 02:00:00,1206.0,-3.4,0.0,0.0,47.0,0.0
2022-01-10 03:00:00,1213.0,-3.4,0.0,0.0,47.0,0.0
2022-01-10 04:00:00,1261.0,-3.3,0.0,0.0,47.0,0.0
2022-01-10 05:00:00,1400.0,-3.2,0.0,0.0,47.0,0.0
2022-01-10 06:00:00,1743.0,-3.6,0.0,0.0,47.0,0.0
2022-01-10 07:00:00,1939.0,-4.3,0.0,0.0,47.0,0.0
2022-01-10 08:00:00,2000.0,-4.5,0.0,3.0,47.0,0.0
2022-01-10 09:00:00,1974.0,-4.2,0.0,69.0,47.0,0.0
2022-01-10 10:00:00,1931.0,-1.4,0.0,231.0,47.0,0.0
2022-01-10 11:00:00,1933.0,0.0,0.0,320.0,47.0,0.0
2022-01-10 12:00:00,1915.0,2.0,0.0,403.0,47.0,0.0
2022-01-10 13:00:00,1875.0,3.4,0.0,296.0,47.0,0.0
2022-01-10 14:00:00,1821.0,4.2,0.0,328.0,47.0,0.0
2022-01-10 15:00:00,1821.0,3.7,0.0,216.0,47.0,0.0
2022-01-10 16:00:00,1888.0,1.4,0.0,66.0,47.0,0.0
2022-01-10 17:00:00,1958.0,-0.6,0.0,4.0,47.0,0.0
2022-01-10 18:00:00,1965.0,-1.0,0.0,0.0,47.0,0.0
2022-01-10 19:00:00,1948.0,-1.5,0.0,0.0,47.0,0.0
2022-01-10 20:00:00,1878.0,-1.7,0.0,0.0,47.0,0.0
2022-01-10 21:00:00,1723.0,-2.4,0.0,0.0,47.0,0.0
2022-01-10 22:00:00,1587.0,-2.7,0.0,0.0,47.0,0.0
2022-01-10 23:00:00,1500.0,-3.8,0.0,0.0,47.0,0.0
2022-01-11 00:00:00,1418.0,-3.4,0.0,0.0,10.0,0.0
2022-01-11 01:00:00,1349.0,-4.8,0.0,0.0,10.0,0.0
2022-01-11 02:00:00,1341.0,-4.9,0.0,0.0,10.0,0.0
2022-01-11 03:00:00,1340.0,-4.8,0.0,0.0,10.0,0.0
2022-01-11 04:00:00,1391.0,-6.1,0.0,0.0,10.0,0.0
2022-01-11 05:00:00,1476.0,-6.0,0.0,0.0,10.0,0.0
2022-01-11 06:00:00,1813.0,-5.8,0.0,0.0,10.0,0.0
2022-01-11 07:00:00,2006.0,-6.5,0.0,0.0,10.0,0.0
2022-01-11 08:00:00,2034.0,-6.4,0.0,5.0,10.0,0.0
2022-01-11 09:00:00,1984.0,-4.4,0.0,97.0,10.0,0.0
2022-01-11 10:00:00,1889.0,-2.4,0.0,216.0,10.0,0.0
2022-01-11 11:00:00,1867.0,0.2,0.0,308.0,10.0,0.0
2022-01-11 12:00:00,1836.0,2.0,0.0,365.0,10.0,0.0
2022-01-11 13:00:00,1826.0,2.8,0.0,353.0,10.0,0.0
2022-01-11 14:00:00,1779.0,3.0,0.0,295.0,10.0,0.0
2022-01-11 15:00:00,1805.0,2.3,0.0,190.0,10.0,0.0
2022-01-11 16:00:00,1893.0,0.7,0.0,69.0,10.0,0.0
2022-01-11 17:00:00,1964.0,-1.0,0.0,3.0,10.0,0.0
2022-01-11 18:00:00,1992.0,-1.7,0.0,0.0,10.0,0.0
2022-01-11 19:00:00,1973.0,-3.2,0.0,0.0,10.0,0.0
2022-01-11 20:00:00,1914.0,-3.7,0.0,0.0,10.0,0.0
2022-01-11 21:00:00,1754.0,-3.7,0.0,0.0,10.0,0.0
2022-01-11 22:00:00,1626.0,-2.5,0.0,0.0,10.0,0.0
2022-01-11 23:00:00,1543.0,-4.6,0.0,0.0,10.0,0.0
2022-01-12 00:00:00,1456.0,-6.3,0.0,0.0,7.0,0.0
2022-01-12 01:00:00,1424.0,-7.3,0.0,0.0,7.0,0.0
2022-01-12 02:00:00,1402.0,-7.1,0.0,0.0,7.0,0.0
2022-01-12 03:00:00,1402.0,-7.5,0.0,0.0,7.0,0.0
2022-01-12 04:00:00,1463.0,-7.9,0.0,0.0,7.0,0.0
2022-01-12 05:00:00,1575.0,-8.2,0.0,0.0,7.0,0.0
2022-01-12 06:00:00,1893.0,-8.7,0.0,0.0,7.0,0.0
2022-01-12 07:00:00,2090.0,-9.1,0.0,0.0,7.0,0.0
2022-01-12 08:00:00,2106.0,-9.8,0.0,7.0,7.0,0.0
2022-01-12 09:00:00,2019.0,-6.9,0.0,100.0,7.0,0.0
2022-01-12 10:00:00,1936.0,-3.9,0.0,224.0,7.0,0.0
2022-01-12 11:00:00,1858.0,-0.9,0.0,331.0,7.0,0.0
2022-01-12 12:00:00,1859.0,-0.8,0.0,381.0,7.0,0.0
2022-01-12 13:00:00,1841.0,-0.2,0.0,368.0,7.0,0.0
2022-01-12 14:00:00,1821.0,0.8,0.0,315.0,7.0,0.0
2022-01-12 15:00:00,1849.0,1.4,0.0,207.0,7.0,0.0
2022-01-12 16:00:00,1949.0,-0.8,0.0,81.0,7.0,0.0
2022-01-12 17:00:00,2054.0,-3.5,0.0,4.0,7.0,0.0
2022-01-12 18:00:00,2074.0,-4.0,0.0,0.0,7.0,0.0
2022-01-12 19:00:00,2050.0,-4.8,0.0,0.0,7.0,0.0
2022-01-12 20:00:00,1970.0,-5.4,0.0,0.0,7.0,0.0
2022-01-12 21:00:00,1829.0,-6.3,0.0,0.0,7.0,0.0
2022-01-12 22:00:00,1723.0,-6.8,0.0,0.0,7.0,0.0
2022-01-12 23:00:00,1621.0,-7.6,0.0,0.0,7.0,0.0
2022-01-13 00:00:00,1537.0,-8.3,0.0,0.0,20.0,0.0
2022-01-13 01:00:00,1481.0,-8.6,0.0,0.0,20.0,0.0
2022-01-13 02:00:00,1466.0,-8.7,0.0,0.0,20.0,0.0
2022-01-13 03:00:00,1483.0,-9.2,0.0,0.0,20.0,0.0
2022-01-13 04:00:00,1502.0,-9.5,0.0,0.0,20.0,0.0
2022-01-13 05:00:00,1646.0,-10.0,0.0,0.0,20.0,0.0
2022-01-13 06:00:00,1954.0,-10.3,0.0,0.0,20.0,0.0
2022-01-13 07:00:00,2146.0,-10.6,0.0,0.0,20.0,0.0
2022-01-13 08:00:00,2144.0,-10.6,0.0,7.0,20.0,0.0
2022-01-13 09:00:00,2075.0,-8.4,0.0,97.0,20.0,0.0
2022-01-13 10:00:00,2009.0,-5.0,0.0,218.0,20.0,0.0
2022-01-13 11:00:00,1941.0,-2.7,0.0,319.0,20.0,0.0
2022-01-13 12:00:00,1896.0,0.7,0.0,371.0,20.0,0.0
2022-01-13 13:00:00,1861.0,1.7,0.0,305.0,20.0,0.0
2022-01-13 14:00:00,1848.0,2.5,0.0,303.0,20.0,0.0
2022-01-13 15:00:00,1877.0,3.3,0.0,225.0,20.0,0.0
2022-01-13 16:00:00,1949.0,-0.6,0.0,56.0,20.0,0.0
2022-01-13 17:00:00,2016.0,-2.2,0.0,4.0,20.0,0.0
2022-01-13 18:00:00,2046.0,-3.0,0.0,0.0,20.0,0.0
2022-01-13 19:00:00,2020.0,-4.1,0.0,0.0,20.0,0.0
2022-01-13 20:00:00,1950.0,-4.8,0.0,0.0,20.0,0.0
2022-01-13 21:00:00,1845.0,-5.1,0.0,0.0,20.0,0.0
2022-01-13 22:00:00,1697.0,-5.4,0.0,0.0,20.0,0.0
2022-01-13 23:00:00,1612.0,-6.2,0.0,0.0,20.0,0.0
2022-01-14 00:00:00,1523.0,-6.1,0.0,0.0,0.0,0.0
2022-01-14 01:00:00,1470.0,-6.5,0.0,0.0,0.0,0.0
2022-01-14 02:00:00,1432.0,-6.8,0.0,0.0,0.0,0.0
2022-01-14 03:00:00,1452.0,-6.6,0.0,0.0,0.0,0.0
2022-01-14 04:00:00,1471.0,-7.6,0.0,0.0,0.0,0.0
2022-01-14 05:00:00,1584.0,-7.3,0.0,0.0,0.0,0.0
2022-01-14 06:00:00,1892.0,-8.0,0.0,0.0,0.0,0.0
2022-01-14 07:00:00,2085.0,-7.8,0.0,0.0,0.0,0.0
2022-01-14 08:00:00,2071.0,-7.6,0.0,8.0,0.0,0.0
2022-01-14 09:00:00,1964.0,-5.5,0.0,98.0,0.0,0.0
2022-01-14 10:00:00,1918.0,-2.8,0.0,219.0,0.0,0.0
2022-01-14 11:00:00,1836.0,-0.1,0.0,324.0,0.0,0.0
2022-01-14 12:00:00,1786.0,2.9,0.0,372.0,0.0,0.0
2022-01-14 13:00:00,1748.0,4.9,0.0,360.0,0.0,0.0
2022-01-14 14:00:00,1716.0,6.6,0.0,309.0,0.0,0.0
2022-01-14 15:00:00,1750.0,5.4,0.0,205.0,0.0,0.0
2022-01-14 16:00:00,1822.0,1.2,0.0,86.0,0.0,0.0
2022-01-14 17:00:00,1926.0,-0.5,0.0,4.0,0.0,0.0
2022-01-14 18:00:00,1925.0,-1.2,0.0,0.0,0.0,0.0
2022-01-14 19:00:00,1925.0,-2.0,0.0,0.0,0.0,0.0
2022-01-14 20:00:00,1810.0,-2.3,0.0,0.0,0.0,0.0
2022-01-14 21:00:00,1699.0,-3.5,0.0,0.0,0.0,0.0
2022-01-14 22:00:00,1568.0,-3.1,0.0,0.0,0.0,0.0
2022-01-14 23:00:00,1467.0,-3.9,0.0,0.0,0.0,0.0
2022-01-15 00:00:00,1412.0,-4.4,0.0,0.0,7.0,0.0
2022-01-15 01:00:00,1339.0,-3.9,0.0,0.0,7.0,0.0
2022-01-15 02:00:00,1317.0,-4.6,0.0,0.0,7.0,0.0
2022-01-15 03:00:00,1326.0,-5.3,0.0,0.0,7.0,0.0
2022-01-15 04:00:00,1310.0,-5.3,0.0,0.0,7.0,0.0
2022-01-15 05:00:00,1365.0,-5.5,0.0,0.0,7.0,0.0
2022-01-15 06:00:00,1516.0,-5.7,0.0,0.0,7.0,0.0
2022-01-15 07:00:00,1633.0,-5.7,0.0,0.0,7.0,0.0
2022-01-15 08:00:00,1739.0,-6.2,0.0,8.0,7.0,0.0
2022-01-15 09:00:00,1711.0,-4.6,0.0,94.0,7.0,0.0
2022-01-15 10:00:00,1673.0,-2.4,0.0,211.0,7.0,0.0
2022-01-15 11:00:00,1602.0,1.2,0.0,312.0,7.0,0.0
2022-01-15 12:00:00,1551.0,3.5,0.0,364.0,7.0,0.0
2022-01-15 13:00:00,1485.0,5.1,0.0,353.0,7.0,0.0
2022-01-15 14:00:00,1431.0,6.1,0.0,308.0,7.0,0.0
2022-01-15 15:00:00,1482.0,6.1,0.0,205.0,7.0,0.0
2022-01-15 16:00:00,1557.0,2.1,0.0,88.0,7.0,0.0
2022-01-15 17:00:00,1678.0,-0.3,0.0,4.0,7.0,0.0
2022-01-15 18:00:00,1726.0,-2.4,0.0,0.0,7.0,0.0
2022-01-15 19:00:00,1712.0,-2.1,0.0,0.0,7.0,0.0
2022-01-15 20:00:00,1644.0,-2.7,0.0,0.0,7.0,0.0
2022-01-15 21:00:00,1559.0,-3.6,0.0,0.0,7.0,0.0
2022-01-15 22:00:00,1428.0,-3.2,0.0,0.0,7.0,0.0
2022-01-15 23:00:00,1325.0,-4.2,0.0,0.0,7.0,0.0
2022-01-16 00:00:00,1268.0,-4.8,0.0,0.0,43.0,0.0
2022-01-16 01:00:00,1215.0,-4.5,0.0,0.0,43.0,0.0
