station id, station name, valid,T [°C],količina padavin [mm],globalno sev. [W/m2]
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 04:40,-6.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 04:50,-6.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 05:00,-7,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 05:10,-7.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 05:20,-7.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 05:30,-7.6,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 05:40,-7.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 05:50,-7.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 06:00,-7.7,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 06:10,-7.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 06:20,-7.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 06:30,-7.7,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 06:40,-8.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 06:50,-7.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 07:00,-7.8,0,9
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 07:10,-7.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 07:20,-7.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 07:30,-6.9,0,58
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 07:40,-6.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 07:50,-5.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 08:00,-5.1,0,140
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 08:10,-4.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 08:20,-3.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 08:30,-2.7,0,224
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 08:40,-2.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 08:50,-2.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 09:00,-1.5,0,308
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 09:10,-1.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 09:20,-0.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 09:30,-0.2,0,385
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 09:40,0.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 09:50,1.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 10:00,1.7,0,452
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 10:10,1.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 10:20,2.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 10:30,3,0,506
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 10:40,4.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 10:50,3.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 11:00,3.7,0,556
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 11:10,3.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 11:20,4.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 11:30,5.4,0,593
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 11:40,5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 11:50,5.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 12:00,6.1,0,622
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 12:10,6.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 12:20,5.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 12:30,6.9,0,614
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 12:40,6.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 12:50,7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 13:00,6.9,0,608
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 13:10,7.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 13:20,7.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 13:30,7.8,0,548
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 13:40,7.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 13:50,7.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 14:00,8.2,0,530
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 14:10,8.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 14:20,8.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 14:30,8.1,0,448
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 14:40,8.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 14:50,8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 15:00,8.2,0,334
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 15:10,8.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 15:20,8.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 15:30,8.6,0,368
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 15:40,8.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 15:50,9.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 16:00,8.7,0,320
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 16:10,8.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 16:20,8.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 16:30,8.1,0,169
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 16:40,7.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 16:50,7.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 17:00,6.6,0,88
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 17:10,5.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 17:20,4.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 17:30,4,0,38
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 17:40,3.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 17:50,3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 18:00,2.3,0,8
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 18:10,1.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 18:20,0.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 18:30,0.7,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 18:40,0.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 18:50,0.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 19:00,-0.1,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 19:10,-0.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 19:20,-0.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 19:30,-1.6,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 19:40,-1.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 19:50,-1.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 20:00,-2,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 20:10,-2.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 20:20,-2.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 20:30,-2.4,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 20:40,-2.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 20:50,-2.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 21:00,-2.4,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 21:10,-3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 21:20,-2.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 21:30,-3.4,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 21:40,-3.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 21:50,-3.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 22:00,-3.7,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 22:10,-3.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 22:20,-3.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 22:30,-3,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 22:40,-3.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 22:50,-3.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 23:00,-3.1,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 23:10,-3.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 23:20,-4.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 23:30,-4,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 23:40,-3.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-02 23:50,-3.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 00:00,-4.1,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 00:10,-3.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 00:20,-4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 00:30,-5,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 00:40,-5.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 00:50,-5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 01:00,-4.6,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 01:10,-5.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 01:20,-5.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 01:30,-4.9,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 01:40,-4.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 01:50,-5.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 02:00,-5.1,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 02:10,-5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 02:20,-5.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 02:30,-5.9,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 02:40,-5.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 02:50,-5.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 03:00,-5.3,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 03:10,-5.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 03:20,-6.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 03:30,-5.9,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 03:40,-6.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 03:50,-6.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 04:00,-6.3,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 04:10,-6.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 04:20,-7.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 04:30,-6.8,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 04:40,-7.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 04:50,-7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 05:00,-7.1,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 05:10,-7.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 05:20,-7.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2022-03-03 05:30,-7.6,0,0
