date,consumption
2024-10-22 09:00:00,1420.9464431157855
2024-10-22 10:00:00,1351.801555073957
2024-10-22 11:00:00,1306.4382944294418
2024-10-22 12:00:00,1290.4817219512636
2024-10-22 13:00:00,1283.7346018376556
2024-10-22 14:00:00,1273.7930862665019
2024-10-22 15:00:00,1276.020682894756
2024-10-22 16:00:00,1318.093122622907
2024-10-22 17:00:00,1404.9025102120438
2024-10-22 18:00:00,1501.047315230967
2024-10-22 19:00:00,1551.655115009824
2024-10-22 20:00:00,1524.28358322276
2024-10-22 21:00:00,1433.1929539833236
2024-10-22 22:00:00,1323.940547073701
2024-10-22 23:00:00,1234.4679456882182
2024-10-23 00:00:00,1170.582427121101
2024-10-23 01:00:00,1117.5548655097004
2024-10-23 02:00:00,1072.1101889229903
