date,consumption
2024-10-17 00:00:00,1208.3346911231336
2024-10-17 01:00:00,1154.3713060725527
2024-10-17 02:00:00,1107.6933515562966
2024-10-17 03:00:00,1092.3968517339958
2024-10-17 04:00:00,1140.2441340052321
2024-10-17 05:00:00,1253.6018560921254
2024-10-17 06:00:00,1389.3526422154087
2024-10-17 07:00:00,1483.6979344101087
2024-10-17 08:00:00,1498.3025264391943
2024-10-17 09:00:00,1446.6551673179351
2024-10-17 10:00:00,1377.4655139148017
2024-10-17 11:00:00,1332.08203175205
2024-10-17 12:00:00,1316.1062535367962
2024-10-17 13:00:00,1309.318767650824
2024-10-17 14:00:00,1299.294914297883
2024-10-17 15:00:00,1301.3787382823448
2024-10-17 16:00:00,1343.2278180097617
2024-10-17 17:00:00,1429.7173559404437
2024-10-17 18:00:00,1525.4300908476714
2024-10-17 19:00:00,1575.4789468649358
2024-10-17 20:00:00,1547.4079161071827
2024-10-17 21:00:00,1455.4644084891215
2024-10-17 22:00:00,1345.1936578052641
2024-10-17 23:00:00,1254.5257791092288
2024-10-18 00:00:00,1189.257081521751
2024-10-18 01:00:00,1134.6478588769653
2024-10-18 02:00:00,1087.4127440593502
2024-10-18 03:00:00,1071.6153816600108
2024-10-18 04:00:00,1118.9818392136124
2024-10-18 05:00:00,1231.8391717419377
2024-10-18 06:00:00,1367.0276607393598
2024-10-18 07:00:00,1460.7043256801721
2024-10-18 08:00:00,1474.4881667076395
2024-10-18 09:00:00,1421.8215159370834
2024-10-18 10:00:00,1351.3677666734363
2024-10-18 11:00:00,1304.4300689879792
2024-10-18 12:00:00,1286.5663901642974
2024-10-18 13:00:00,1277.5163010187516
2024-10-18 14:00:00,1264.8174544938804
2024-10-18 15:00:00,1263.7802943140123
2024-10-18 16:00:00,1302.0336023348423
2024-10-18 17:00:00,1384.4292592217132
2024-10-18 18:00:00,1475.53276881424
2024-10-18 19:00:00,1520.446451648816
2024-10-18 20:00:00,1486.7107960169953
2024-10-18 21:00:00,1388.577192272455
2024-10-18 22:00:00,1271.602632927796
2024-10-18 23:00:00,1173.73696795562
2024-10-19 00:00:00,1100.8043149353343
2024-10-19 01:00:00,1038.1008435293443
2024-10-19 02:00:00,982.3850180918805
2024-10-19 03:00:00,957.7720526885712
2024-10-19 04:00:00,996.0469995650608
2024-10-19 05:00:00,1099.602888076622
2024-10-19 06:00:00,1225.352438647434
2024-10-19 07:00:00,1309.530954859232
2024-10-19 08:00:00,1313.8408582680945
2024-10-19 09:00:00,1251.8122507225087
2024-10-19 10:00:00,1172.1997819342018
2024-10-19 11:00:00,1116.4004200283573
2024-10-19 12:00:00,1090.06753393489
2024-10-19 13:00:00,1073.0366596703116
2024-10-19 14:00:00,1052.9409285940314
2024-10-19 15:00:00,1045.184707625686
2024-10-19 16:00:00,1077.4880726230922
2024-10-19 17:00:00,1154.7905022859672
2024-10-19 18:00:00,1241.740355744209
2024-10-19 19:00:00,1283.517051991421
2024-10-19 20:00:00,1247.731451938081
2024-10-19 21:00:00,1148.697680792205
2024-10-19 22:00:00,1032.026984725129
2024-10-19 23:00:00,935.7142219332818
2024-10-20 00:00:00,865.6185975866213
2024-10-20 01:00:00,807.060871021184
2024-10-20 02:00:00,756.8131267601773
2024-10-20 03:00:00,738.9928702324897
2024-10-20 04:00:00,785.3758745694834
2024-10-20 05:00:00,898.3341994073256
2024-10-20 06:00:00,1034.7479089422204
2024-10-20 07:00:00,1130.8080933074234
2024-10-20 08:00:00,1148.161657691389
2024-10-20 09:00:00,1100.2722621447836
2024-10-20 10:00:00,1035.8176864970499
2024-10-20 11:00:00,996.1082135792091
2024-10-20 12:00:00,986.7014335326544
2024-10-20 13:00:00,987.3288339109554
2024-10-20 14:00:00,985.5121452057339
2024-10-20 15:00:00,996.5379820724879
2024-10-20 16:00:00,1048.0033907907766
2024-10-20 17:00:00,1144.7206788551382
2024-10-20 18:00:00,1251.2080774557871
2024-10-20 19:00:00,1312.5131422353127
2024-10-20 20:00:00,1296.1143796581687
2024-10-20 21:00:00,1216.1943230936076
2024-10-20 22:00:00,1118.2346387907578
2024-10-20 23:00:00,1040.1038480862323
2024-10-21 00:00:00,987.539261811502
2024-10-21 01:00:00,945.7453419794545
2024-10-21 02:00:00,911.3845696917049
2024-10-21 03:00:00,908.4725680478432
2024-10-21 04:00:00,968.6918951827125
2024-10-21 05:00:00,1094.3309180567421
2024-10-21 06:00:00,1242.1962849610431
2024-10-21 07:00:00,1348.4165926949513
2024-10-21 08:00:00,1374.5877059915813
2024-10-21 09:00:00,1334.1341066178397
2024-10-21 10:00:00,1275.7065424268958
2024-10-21 11:00:00,1240.600566929206
2024-10-21 12:00:00,1234.3713709098975
2024-10-21 13:00:00,1236.760271133426
2024-10-21 14:00:00,1235.3108274746978
2024-10-21 15:00:00,1245.3431320126788
2024-10-21 16:00:00,1294.4988852352926
2024-10-21 17:00:00,1387.6456411991778
2024-10-21 18:00:00,1489.3667797548883
2024-10-21 19:00:00,1544.7841195249255
2024-10-21 20:00:00,1521.4586686330083
2024-10-21 21:00:00,1433.6627477395898
2024-10-21 22:00:00,1326.9740768075278
2024-10-21 23:00:00,1239.3624241286022
2024-10-22 00:00:00,1176.670426010907
2024-10-22 01:00:00,1124.2108052185765
2024-10-22 02:00:00,1078.7560804122436
2024-10-22 03:00:00,1064.43252855322
2024-10-22 04:00:00,1113.0328286727874
2024-10-22 05:00:00,1226.953810655263
2024-10-22 06:00:00,1363.107839469638
2024-10-22 07:00:00,1457.7254430424557
2024-10-22 08:00:00,1472.499652537124
