date,consumption
2024-10-17 00:00:00,1216.7399896873767
2024-10-17 01:00:00,1162.8288693008153
2024-10-17 02:00:00,1116.208419370516
2024-10-17 03:00:00,1100.9492802555312
2024-10-17 04:00:00,1148.7922238314284
2024-10-17 05:00:00,1262.1025919878273
2024-10-17 06:00:00,1397.7792909281122
2024-10-17 07:00:00,1492.0402124037437
2024-10-17 08:00:00,1506.5521448084107
2024-10-17 09:00:00,1454.79294140726
2024-10-17 10:00:00,1385.4628344334349
2024-10-17 11:00:00,1339.913813558577
2024-10-17 12:00:00,1323.7609004191665
2024-10-17 13:00:00,1316.794726812788
2024-10-17 14:00:00,1306.588233332045
2024-10-17 15:00:00,1308.4758549180117
2024-10-17 16:00:00,1350.1122090760525
2024-10-17 17:00:00,1436.3834381378033
2024-10-17 18:00:00,1531.8889880733566
2024-10-17 19:00:00,1581.7481957411082
2024-10-17 20:00:00,1553.4939458200035
2024-10-17 21:00:00,1461.3556453594242
2024-10-17 22:00:00,1350.8733723547634
2024-10-17 23:00:00,1259.9949258350407
2024-10-18 00:00:00,1194.5466405642862
2024-10-18 01:00:00,1139.808596475002
2024-10-18 02:00:00,1092.4904961928553
2024-10-18 03:00:00,1076.6329759440328
2024-10-18 04:00:00,1123.9423349443637
2024-10-18 05:00:00,1236.745496234803
2024-10-18 06:00:00,1371.899596814895
2024-10-18 07:00:00,1465.5780702692252
2024-10-18 08:00:00,1479.4012759364196
2024-10-18 09:00:00,1426.799432133526
2024-10-18 10:00:00,1356.4247317184154
2024-10-18 11:00:00,1309.5815474365015
2024-10-18 12:00:00,1291.8385472378375
2024-10-18 13:00:00,1282.9421153940866
2024-10-18 14:00:00,1270.4238842423872
2024-10-18 15:00:00,1269.5807311427445
2024-10-18 16:00:00,1308.0342446603395
2024-10-18 17:00:00,1390.6427999375157
2024-10-18 18:00:00,1481.9840149024835
2024-10-18 19:00:00,1527.1619487962662
2024-10-18 20:00:00,1493.7012949477423
2024-10-18 21:00:00,1395.8308069055875
2024-10-18 22:00:00,1279.0978069038185
2024-10-18 23:00:00,1181.4654976347347
2024-10-19 00:00:00,1108.7839350822433
2024-10-19 01:00:00,1046.3652887893
2024-10-19 02:00:00,990.9596601014925
2024-10-19 03:00:00,966.656222623131
2024-10-19 04:00:00,1005.2176701253481
2024-10-19 05:00:00,1109.0347866020186
2024-10-19 06:00:00,1235.0355392885724
2024-10-19 07:00:00,1319.470562480779
2024-10-19 08:00:00,1324.0430918625211
2024-10-19 09:00:00,1262.271114016745
2024-10-19 10:00:00,1182.8986177777595
2024-10-19 11:00:00,1127.3248641815544
2024-10-19 12:00:00,1101.2155056847482
2024-10-19 13:00:00,1084.4149617603928
2024-10-19 14:00:00,1064.5528677181824
2024-10-19 15:00:00,1057.022963961988
2024-10-19 16:00:00,1089.541442783393
2024-10-19 17:00:00,1167.0579059887089
2024-10-19 18:00:00,1254.236718484856
2024-10-19 19:00:00,1296.2631327393626
2024-10-19 20:00:00,1260.7364492409977
2024-10-19 21:00:00,1161.952464913725
2024-10-19 22:00:00,1045.5170707597656
2024-10-19 23:00:00,949.4427313102904
2024-10-20 00:00:00,879.618714406623
2024-10-20 01:00:00,821.3857074798696
2024-10-20 02:00:00,771.5110995634336
2024-10-20 03:00:00,754.0897007512697
2024-10-20 04:00:00,800.8778905367163
2024-10-20 05:00:00,914.2480144498339
2024-10-20 06:00:00,1051.0974332366695
2024-10-20 07:00:00,1147.634094071068
2024-10-20 08:00:00,1165.506683937313
2024-10-20 09:00:00,1118.1671285581572
2024-10-20 10:00:00,1054.282320629932
2024-10-20 11:00:00,1015.1639899311683
2024-10-20 12:00:00,1006.3805401306972
2024-10-20 13:00:00,1007.6702521939685
2024-10-20 14:00:00,1006.548662809736
2024-10-20 15:00:00,1018.2884752584289
2024-10-20 16:00:00,1070.4790089680437
2024-10-20 17:00:00,1167.9383292949533
2024-10-20 18:00:00,1275.19582986127
2024-10-20 19:00:00,1337.2996290988558
2024-10-20 20:00:00,1321.7110321082896
2024-10-20 21:00:00,1242.5882955119746
2024-10-20 22:00:00,1145.4015420570336
2024-10-20 23:00:00,1068.0305429673951
2024-10-21 00:00:00,1016.2362221797578
2024-10-21 01:00:00,975.2365044402075
2024-10-21 02:00:00,941.6827729076963
2024-10-21 03:00:00,939.5616949186488
2024-10-21 04:00:00,1000.5303951111812
2024-10-21 05:00:00,1126.8717840454424
2024-10-21 06:00:00,1275.4044363098333
2024-10-21 07:00:00,1382.2688785514597
2024-10-21 08:00:00,1409.0583398214203
2024-10-21 09:00:00,1369.1817212325798
2024-10-21 10:00:00,1311.275663752917
2024-10-21 11:00:00,1276.6346233443946
2024-10-21 12:00:00,1270.8227763744
2024-10-21 13:00:00,1273.5871549721521
2024-10-21 14:00:00,1272.4648219956816
2024-10-21 15:00:00,1282.762445925658
2024-10-21 16:00:00,1332.1152862879233
2024-10-21 17:00:00,1425.398736938607
2024-10-21 18:00:00,1527.2102068564616
2024-10-21 19:00:00,1582.675708467556
2024-10-21 20:00:00,1559.3434144560213
2024-10-21 21:00:00,1471.4664314895892
2024-10-21 22:00:00,1364.6166492615469
2024-10-21 23:00:00,1276.7813955409438
2024-10-22 00:00:00,1213.8337643958735
2024-10-22 01:00:00,1161.107253267826
2024-10-22 02:00:00,1115.3709886147935
2024-10-22 03:00:00,1100.730312798908
2024-10-22 04:00:00,1148.960725593657
2024-10-22 05:00:00,1262.4620024180851
2024-10-22 06:00:00,1398.1668967521884
2024-10-22 07:00:00,1492.326300422183
2024-10-22 08:00:00,1506.638926365573
