station id, station name, valid,T [°C],količina padavin [mm],globalno sev. [W/m2]
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 15:50,9.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 16:00,9.7,0,58
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 16:10,9.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 16:20,9.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 16:30,9.3,0,24
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 16:40,9.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 16:50,9.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 17:00,9,0,4
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 17:10,8.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 17:20,8.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 17:30,8.6,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 17:40,8.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 17:50,8.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 18:00,8.4,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 18:10,8.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 18:20,8.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 18:30,8.3,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 18:40,8.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 18:50,8.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 19:00,8.2,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 19:10,8.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 19:20,8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 19:30,8.1,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 19:40,8.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 19:50,7.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 20:00,7.9,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 20:10,7.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 20:20,8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 20:30,7.9,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 20:40,7.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 20:50,7.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 21:00,7.9,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 21:10,7.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 21:20,7.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 21:30,7.7,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 21:40,7.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 21:50,7.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 22:00,7.9,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 22:10,7.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 22:20,7.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 22:30,7.8,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 22:40,7.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 22:50,7.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 23:00,8,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 23:10,7.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 23:20,7.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 23:30,7.7,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 23:40,7.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-01 23:50,7.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 00:00,7.4,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 00:10,7.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 00:20,7.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 00:30,6.8,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 00:40,6.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 00:50,6.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 01:00,6.1,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 01:10,6.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 01:20,6.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 01:30,6.6,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 01:40,6.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 01:50,6.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 02:00,6.8,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 02:10,6.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 02:20,6.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 02:30,7,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 02:40,7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 02:50,7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 03:00,7,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 03:10,7.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 03:20,7.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 03:30,7.1,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 03:40,7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 03:50,6.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 04:00,6.9,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 04:10,6.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 04:20,7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 04:30,7,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 04:40,7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 04:50,6.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 05:00,6.8,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 05:10,6.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 05:20,6.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 05:30,6.5,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 05:40,6.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 05:50,6.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 06:00,6.8,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 06:10,6.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 06:20,7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 06:30,7,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 06:40,7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 06:50,7.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 07:00,7.2,0,4
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 07:10,7.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 07:20,7.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 07:30,7.4,0,13
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 07:40,7.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 07:50,7.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 08:00,7.9,0,34
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 08:10,8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 08:20,8.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 08:30,8.1,0,30
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 08:40,8.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 08:50,8.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 09:00,8.5,0,63
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 09:10,9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 09:20,9.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 09:30,9.1,0,115
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 09:40,9.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 09:50,9.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 10:00,9.6,0.8,48
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 10:10,10.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 10:20,10.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 10:30,10.9,0,163
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 10:40,11.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 10:50,12.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 11:00,12.5,0,86
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 11:10,12.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 11:20,12.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 11:30,12.8,0.2,97
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 11:40,12.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 11:50,13,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 12:00,12.9,0,88
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 12:10,13.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 12:20,13.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 12:30,13.6,0,161
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 12:40,13.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 12:50,14.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 13:00,14.3,0,160
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 13:10,14.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 13:20,14.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 13:30,14.5,0,86
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 13:40,14.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 13:50,14.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 14:00,14.3,0,69
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 14:10,14.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 14:20,14.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 14:30,14.7,0,62
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 14:40,14.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 14:50,14.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 15:00,14.6,0,47
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 15:10,14.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 15:20,14.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 15:30,14.2,0,31
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 15:40,13.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 15:50,13.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 16:00,13.6,0.4,14
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 16:10,13.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 16:20,13.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 16:30,13.4,0.2,6
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 16:40,13,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 16:50,12.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 17:00,12.9,0.2,1
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 17:10,12.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 17:20,12.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 17:30,12.5,1.9,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 17:40,12.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 17:50,12.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 18:00,12.7,1.2,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 18:10,12.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 18:20,12.7,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 18:30,12.8,0.8,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 18:40,12.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 18:50,12.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 19:00,12.8,1.1,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 19:10,12.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 19:20,12.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 19:30,12.7,1,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 19:40,12.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 19:50,12.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 20:00,12.8,0.6,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 20:10,12.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 20:20,12.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 20:30,12.8,2.3,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 20:40,13,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 20:50,13.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 21:00,13.2,0.2,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 21:10,13.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 21:20,13.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 21:30,13.6,0.1,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 21:40,13.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 21:50,13.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 22:00,13.9,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 22:10,14.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 22:20,14.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 22:30,14.7,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 22:40,14.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 22:50,14.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 23:00,14,1.6,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 23:10,14,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 23:20,13.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 23:30,13.7,1.4,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 23:40,14.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-02 23:50,14.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 00:00,14.2,0.7,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 00:10,14.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 00:20,14.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 00:30,14.2,0.3,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 00:40,14,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 00:50,14,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 01:00,14,2.6,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 01:10,14,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 01:20,13.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 01:30,13.8,2.9,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 01:40,13.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 01:50,13.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 02:00,13.6,6,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 02:10,13.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 02:20,13.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 02:30,13.4,2.8,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 02:40,13.6,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 02:50,13.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 03:00,12.8,1.7,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 03:10,12.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 03:20,12.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 03:30,12.1,0.2,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 03:40,11.9,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 03:50,11.8,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 04:00,11.4,0,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 04:10,11.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 04:20,11.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 04:30,11.3,1.7,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 04:40,11.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 04:50,11.5,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 05:00,11.5,0.7,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 05:10,11.4,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 05:20,11.3,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 05:30,11.2,0.2,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 05:40,11.2,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 05:50,11.1,,
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 06:00,11.1,0.2,0
_3047,Letališče Jožeta Pučnika Ljubljana,2023-11-03 06:10,11.2,,
